1451606420000,0.900000000000000,26.000000000000000,2,truck_1,South,Albert,F-150,v1.5,2000.000000000000000,200.000000000000000,15.000000000000000
1451606430000,0.900000000000000,41.000000000000000,0,truck_1,South,Albert,F-150,v1.5,2000.000000000000000,200.000000000000000,15.000000000000000
1451606440000,0.900000000000000,88.000000000000000,0,truck_1,South,Albert,F-150,v1.5,2000.000000000000000,200.000000000000000,15.000000000000000
1451606450000,NULL,552.000000000000000,0,truck_1,South,Albert,F-150,v1.5,2000.000000000000000,200.000000000000000,15.000000000000000
1451606460000,100.900000000000000,10.000000000000000,0,truck_1,South,Albert,F-150,v1.5,2000.000000000000000,200.000000000000000,15.000000000000000
1451606470000,100.900000000000000,98.000000000000000,1,truck_1,South,Albert,F-150,v1.5,2000.000000000000000,200.000000000000000,15.000000000000000
1451606480000,100.900000000000000,86.000000000000000,1,truck_1,South,Albert,F-150,v1.5,2000.000000000000000,200.000000000000000,15.000000000000000
1451606490000,0.900000000000000,83.000000000000000,3,truck_1,South,Albert,F-150,v1.5,2000.000000000000000,200.000000000000000,15.000000000000000
1451606500000,0.900000000000000,16.000000000000000,4,truck_1,South,Albert,F-150,v1.5,2000.000000000000000,200.000000000000000,15.000000000000000
1451606510000,0.900000000000000,11.000000000000000,5,truck_1,South,Albert,F-150,v1.5,2000.000000000000000,200.000000000000000,15.000000000000000
1451606400000,101.000000000000000,0.000000000000000,0,truck_2,North,Derek,F-150,v1.5,2000.000000000000000,200.000000000000000,15.000000000000000
1451606410000,100.900000000000000,2171.000000000000000,0,truck_2,North,Derek,F-150,v1.5,2000.000000000000000,200.000000000000000,15.000000000000000
1451606420000,100.900000000000000,926.000000000000000,1,truck_2,North,Derek,F-150,v1.5,2000.000000000000000,200.000000000000000,15.000000000000000
1451606430000,100.900000000000000,3541.000000000000000,2,truck_2,North,Derek,F-150,v1.5,2000.000000000000000,200.000000000000000,15.000000000000000
1451606440000,0.900000000000000,788.000000000000000,3,truck_2,North,Derek,F-150,v1.5,2000.000000000000000,200.000000000000000,15.000000000000000
1451606450000,0.900000000000000,552.000000000000000,1,truck_2,North,Derek,F-150,v1.5,2000.000000000000000,200.000000000000000,15.000000000000000
1451606460000,0.900000000000000,1910.000000000000000,1,truck_2,North,Derek,F-150,v1.5,2000.000000000000000,200.000000000000000,15.000000000000000
1451606470000,0.900000000000000,798.000000000000000,0,truck_2,North,Derek,F-150,v1.5,2000.000000000000000,200.000000000000000,15.000000000000000
1451606490000,0.900000000000000,4083.000000000000000,3,truck_2,North,Derek,F-150,v1.5,2000.000000000000000,200.000000000000000,15.000000000000000
1451606510000,0.900000000000000,1711.000000000000000,3,truck_2,North,Derek,F-150,v1.5,2000.000000000000000,200.000000000000000,15.000000000000000
1451606400000,1.000000000000000,0.000000000000000,0,truck_3,East,Albert,F-150,v2.0,2000.000000000000000,200.000000000000000,15.000000000000000
1451606410000,100.900000000000000,NULL,0,truck_3,East,Albert,F-150,v2.0,2000.000000000000000,200.000000000000000,15.000000000000000
1451606420000,0.900000000000000,926.000000000000000,0,truck_3,East,Albert,F-150,v2.0,2000.000000000000000,200.000000000000000,15.000000000000000
1451606430000,0.900000000000000,3541.000000000000000,0,truck_3,East,Albert,F-150,v2.0,2000.000000000000000,200.000000000000000,15.000000000000000
1451606450000,100.900000000000000,552.000000000000000,2,truck_3,East,Albert,F-150,v2.0,2000.000000000000000,200.000000000000000,15.000000000000000
1451606460000,100.900000000000000,1910.000000000000000,2,truck_3,East,Albert,F-150,v2.0,2000.000000000000000,200.000000000000000,15.000000000000000
1451606480000,100.900000000000000,2586.000000000000000,4,truck_3,East,Albert,F-150,v2.0,2000.000000000000000,200.000000000000000,15.000000000000000
1451606490000,100.900000000000000,4083.000000000000000,3,truck_3,East,Albert,F-150,v2.0,2000.000000000000000,200.000000000000000,15.000000000000000
1451606500000,0.900000000000000,4616.000000000000000,3,truck_3,East,Albert,F-150,v2.0,2000.000000000000000,200.000000000000000,15.000000000000000
1451606510000,0.900000000000000,1711.000000000000000,3,truck_3,East,Albert,F-150,v2.0,2000.000000000000000,200.000000000000000,15.000000000000000
1451606410000,0.900000000000000,2171.000000000000000,0,truck_4,East,Andy,G-2000,v1.5,5000.000000000000000,300.000000000000000,19.000000000000000
